100
64, 65, 955
64, 76, 576
64, 29, 723
64, 23, 873
64, 33, 785
64, 38, 488
64, 59, 963
64, 11, 831
65, 76, 673
65, 38, 471
65, 75, 130
65, 22, 800
65, 13, 971
65, 23, 110
65, 11, 1063
66, 15, 729
66, 4, 733
66, 90, 432
66, 87, 950
66, 9, 598
66, 88, 529
66, 82, 433
66, 83, 1009
66, 75, 766
67, 56, 223
67, 86, 429
67, 6, 325
67, 97, 666
67, 59, 687
68, 1, 288
68, 96, 441
68, 37, 277
68, 79, 40
68, 87, 609
69, 87, 640
69, 39, 487
69, 96, 298
69, 47, 695
69, 56, 97
70, 40, 661
70, 23, 616
70, 82, 397
70, 4, 99
70, 66, 819
70, 83, 234
70, 54, 285
70, 55, 397
70, 47, 204
71, 58, 58
71, 18, 68
71, 22, 455
71, 88, 98
71, 54, 477
72, 91, 716
72, 73, 249
72, 16, 112
72, 99, 674
72, 83, 607
72, 7, 536
72, 54, 494
73, 51, 690
73, 21, 897
73, 85, 1088
73, 31, 837
73, 86, 790
73, 27, 750
73, 69, 568
73, 26, 597
73, 67, 580
73, 82, 530
74, 77, 595
74, 78, 543
74, 41, 598
74, 38, 362
74, 71, 49
74, 68, 300
74, 83, 496
74, 6, 714
74, 80, 672
74, 72, 151
75, 77, 787
75, 1, 60
75, 99, 727
75, 88, 316
75, 16, 171
76, 18, 367
76, 62, 549
76, 68, 535
76, 80, 305
76, 17, 474
76, 48, 444
76, 47, 575
77, 89, 213
77, 53, 490
77, 10, 296
77, 11, 366
77, 15, 655
77, 92, 118
77, 32, 88
77, 50, 613
77, 63, 589
77, 40, 430
78, 33, 603
78, 73, 657
78, 32, 183
78, 87, 761
78, 50, 678
78, 68, 595
79, 1, 311
79, 24, 773
79, 69, 466
79, 18, 227
79, 5, 131
79, 11, 922
80, 33, 814
80, 49, 550
80, 81, 227
80, 45, 689
80, 89, 106
81, 33, 749
81, 96, 414
81, 3, 392
81, 11, 459
81, 17, 594
81, 60, 825
81, 43, 664
81, 49, 323
81, 92, 69
81, 91, 230
82, 75, 522
82, 1, 559
82, 89, 357
82, 25, 297
82, 97, 432
82, 84, 621
82, 73, 530
83, 19, 133
83, 44, 576
83, 63, 343
83, 94, 863
83, 26, 282
84, 88, 503
84, 64, 1158
84, 61, 813
84, 4, 297
84, 40, 853
85, 66, 883
85, 73, 1088
85, 91, 343
85, 72, 948
85, 54, 838
85, 76, 504
85, 38, 865
85, 12, 683
86, 55, 527
86, 42, 456
86, 83, 488
86, 87, 577
86, 91, 112
86, 23, 840
87, 67, 770
87, 66, 950
87, 22, 347
87, 20, 738
87, 96, 841
87, 60, 324
87, 74, 323
87, 47, 129
87, 78, 761
88, 9, 214
88, 74, 143
88, 30, 244
88, 71, 98
88, 82, 205
88, 25, 323
88, 86, 439
88, 76, 259
88, 11, 662
88, 54, 567
89, 28, 399
89, 31, 695
89, 54, 789
89, 40, 613
89, 77, 213
89, 49, 639
89, 98, 389
89, 78, 371
89, 84, 751
90, 41, 915
90, 15, 688
90, 39, 644
90, 80, 150
90, 76, 259
90, 45, 587
90, 58, 635
90, 78, 172
90, 85, 455
90, 60, 742
91, 48, 632
91, 94, 781
91, 58, 575
91, 15, 626
91, 59, 771
91, 12, 340
91, 36, 750
91, 1, 804
91, 63, 536
92, 1, 823
92, 35, 273
92, 42, 179
92, 56, 178
92, 16, 619
93, 14, 362
93, 46, 152
93, 88, 572
93, 27, 645
93, 22, 671
93, 34, 336
93, 8, 402
93, 16, 721
93, 51, 271
93, 95, 1055
94, 70, 629
94, 34, 787
94, 47, 796
94, 75, 284
94, 18, 305
94, 58, 377
95, 29, 671
95, 61, 867
95, 64, 1269
95, 10, 1006
95, 73, 807
95, 92, 979
96, 84, 915
96, 29, 618
96, 23, 573
96, 40, 61
96, 31, 346
96, 95, 1035
96, 42, 174
97, 16, 476
97, 72, 547
97, 82, 432
97, 80, 531
97, 76, 391
97, 74, 414
97, 94, 772
97, 79, 691
98, 53, 608
98, 79, 702
98, 58, 706
98, 18, 667
98, 40, 383
99, 13, 338
99, 43, 560
99, 58, 558
99, 51, 148
99, 47, 779
99, 44, 689
